source,news_count,internal_diversity,originality,original_news,repeated_news,diversity_score,last_update,cycle
heraldo_aragon,722,0.983,0.518,374,348,70.4,2026-03-09 14:32,2026-03-09 14:32
okdiario,724,0.99,0.506,366,358,70.0,2026-03-09 14:32,2026-03-09 14:32
levante_emv,626,0.994,0.492,308,318,69.3,2026-03-09 14:32,2026-03-09 14:32
france24_es,168,0.977,0.494,83,85,68.7,2026-03-09 14:32,2026-03-09 14:32
20minutos,673,0.994,0.468,315,358,67.8,2026-03-09 14:32,2026-03-09 14:32
google_news_es,704,0.992,0.456,321,383,67.0,2026-03-09 14:32,2026-03-09 14:32
elcorreo,542,0.996,0.443,240,302,66.4,2026-03-09 14:32,2026-03-09 14:32
eldiario,259,0.994,0.444,115,144,66.4,2026-03-09 14:32,2026-03-09 14:32
expansion,135,0.993,0.437,59,76,65.9,2026-03-09 14:32,2026-03-09 14:32
elmundo_internacional,19,0.978,0.421,8,11,64.4,2026-03-09 14:32,2026-03-09 14:32
elespanol,154,0.99,0.403,62,92,63.8,2026-03-09 14:32,2026-03-09 14:32
lavanguardia,647,0.993,0.383,248,399,62.7,2026-03-09 14:32,2026-03-09 14:32
elpais,410,0.994,0.38,156,254,62.6,2026-03-09 14:32,2026-03-09 14:32
elconfidencial,54,0.98,0.389,21,33,62.5,2026-03-09 14:32,2026-03-09 14:32
elmundo_espana,32,0.989,0.375,12,20,62.1,2026-03-09 14:32,2026-03-09 14:32
elmundo,177,0.994,0.367,65,112,61.8,2026-03-09 14:32,2026-03-09 14:32
infolibre,80,0.994,0.35,28,52,60.8,2026-03-09 14:32,2026-03-09 14:32
google_news_politica,54,0.955,0.352,19,35,59.3,2026-03-09 14:32,2026-03-09 14:32
bbc_mundo,29,0.974,0.276,8,21,55.5,2026-03-09 14:32,2026-03-09 14:32
europapress,75,0.982,0.267,20,55,55.3,2026-03-09 14:32,2026-03-09 14:32
elpais_internacional,28,0.972,0.179,5,23,49.6,2026-03-09 14:32,2026-03-09 14:32
maldita,16,0.939,0.625,10,6,75.1,2026-03-09 15:02,2026-03-09 15:02
newtral,17,0.99,0.588,10,7,74.9,2026-03-09 15:02,2026-03-09 15:02
huffington_es,211,0.971,0.536,113,98,71.0,2026-03-09 15:02,2026-03-09 15:02
heraldo_aragon,723,0.983,0.517,374,349,70.3,2026-03-09 15:02,2026-03-09 15:02
okdiario,727,0.99,0.509,370,357,70.1,2026-03-09 15:02,2026-03-09 15:02
levante_emv,636,0.994,0.476,303,333,68.3,2026-03-09 15:02,2026-03-09 15:02
20minutos,678,0.994,0.465,315,363,67.7,2026-03-09 15:02,2026-03-09 15:02
france24_es,168,0.977,0.47,79,89,67.3,2026-03-09 15:02,2026-03-09 15:02
eldiario,259,0.994,0.456,118,141,67.1,2026-03-09 15:02,2026-03-09 15:02
expansion,136,0.992,0.456,62,74,67.0,2026-03-09 15:02,2026-03-09 15:02
google_news_es,703,0.992,0.451,317,386,66.7,2026-03-09 15:02,2026-03-09 15:02
elcorreo,553,0.996,0.429,237,316,65.6,2026-03-09 15:02,2026-03-09 15:02
elmundo_internacional,19,0.978,0.421,8,11,64.4,2026-03-09 15:02,2026-03-09 15:02
elconfidencial,54,0.98,0.407,22,32,63.6,2026-03-09 15:02,2026-03-09 15:02
elespanol,156,0.99,0.397,62,94,63.4,2026-03-09 15:02,2026-03-09 15:02
elmundo,180,0.994,0.383,69,111,62.7,2026-03-09 15:02,2026-03-09 15:02
elmundo_espana,31,0.988,0.387,12,19,62.7,2026-03-09 15:02,2026-03-09 15:02
elpais,409,0.994,0.372,152,257,62.1,2026-03-09 15:02,2026-03-09 15:02
lavanguardia,646,0.993,0.37,239,407,61.9,2026-03-09 15:02,2026-03-09 15:02
google_news_politica,54,0.956,0.389,21,33,61.6,2026-03-09 15:02,2026-03-09 15:02
bbc_mundo,28,0.975,0.357,10,18,60.4,2026-03-09 15:02,2026-03-09 15:02
infolibre,81,0.994,0.321,26,55,59.0,2026-03-09 15:02,2026-03-09 15:02
europapress,76,0.982,0.276,21,55,55.8,2026-03-09 15:02,2026-03-09 15:02
elpais_internacional,28,0.972,0.107,3,25,45.3,2026-03-09 15:02,2026-03-09 15:02
newtral,17,0.99,0.588,10,7,74.9,2026-03-09 15:32,2026-03-09 15:32
maldita,12,0.942,0.583,7,5,72.7,2026-03-09 15:32,2026-03-09 15:32
heraldo_aragon,730,0.983,0.529,386,344,71.1,2026-03-09 15:32,2026-03-09 15:32
huffington_es,213,0.971,0.512,109,104,69.6,2026-03-09 15:32,2026-03-09 15:32
okdiario,732,0.99,0.5,366,366,69.6,2026-03-09 15:32,2026-03-09 15:32
levante_emv,641,0.994,0.484,310,331,68.8,2026-03-09 15:32,2026-03-09 15:32
eldiario,259,0.994,0.456,118,141,67.1,2026-03-09 15:32,2026-03-09 15:32
france24_es,163,0.977,0.466,76,87,67.0,2026-03-09 15:32,2026-03-09 15:32
20minutos,702,0.994,0.453,318,384,66.9,2026-03-09 15:32,2026-03-09 15:32
elmundo_espana,31,0.988,0.452,14,17,66.6,2026-03-09 15:32,2026-03-09 15:32
google_news_es,709,0.992,0.446,316,393,66.4,2026-03-09 15:32,2026-03-09 15:32
expansion,135,0.992,0.444,60,75,66.3,2026-03-09 15:32,2026-03-09 15:32
elcorreo,557,0.996,0.434,242,315,65.9,2026-03-09 15:32,2026-03-09 15:32
elmundo_internacional,19,0.979,0.421,8,11,64.4,2026-03-09 15:32,2026-03-09 15:32
elespanol,154,0.99,0.403,62,92,63.8,2026-03-09 15:32,2026-03-09 15:32
elmundo,182,0.994,0.379,69,113,62.5,2026-03-09 15:32,2026-03-09 15:32
lavanguardia,645,0.993,0.378,244,401,62.4,2026-03-09 15:32,2026-03-09 15:32
elpais,415,0.994,0.376,156,259,62.3,2026-03-09 15:32,2026-03-09 15:32
elconfidencial,54,0.98,0.37,20,34,61.4,2026-03-09 15:32,2026-03-09 15:32
bbc_mundo,28,0.975,0.357,10,18,60.4,2026-03-09 15:32,2026-03-09 15:32
infolibre,80,0.994,0.312,25,55,58.5,2026-03-09 15:32,2026-03-09 15:32
google_news_politica,53,0.957,0.321,17,36,57.5,2026-03-09 15:32,2026-03-09 15:32
europapress,78,0.983,0.269,21,57,55.5,2026-03-09 15:32,2026-03-09 15:32
elpais_internacional,28,0.973,0.107,3,25,45.3,2026-03-09 15:32,2026-03-09 15:32
maldita,13,0.93,0.615,8,5,74.1,2026-03-09 16:02,2026-03-09 16:02
newtral,18,0.987,0.556,10,8,72.8,2026-03-09 16:02,2026-03-09 16:02
heraldo_aragon,735,0.983,0.533,392,343,71.3,2026-03-09 16:02,2026-03-09 16:02
okdiario,725,0.99,0.499,362,363,69.5,2026-03-09 16:02,2026-03-09 16:02
huffington_es,212,0.971,0.505,107,105,69.1,2026-03-09 16:02,2026-03-09 16:02
levante_emv,656,0.994,0.485,318,338,68.9,2026-03-09 16:02,2026-03-09 16:02
20minutos,703,0.994,0.454,319,384,67.0,2026-03-09 16:02,2026-03-09 16:02
eldiario,262,0.994,0.45,118,144,66.8,2026-03-09 16:02,2026-03-09 16:02
france24_es,164,0.977,0.457,75,89,66.5,2026-03-09 16:02,2026-03-09 16:02
elcorreo,567,0.996,0.439,249,318,66.2,2026-03-09 16:02,2026-03-09 16:02
google_news_es,711,0.992,0.437,311,400,65.9,2026-03-09 16:02,2026-03-09 16:02
expansion,139,0.992,0.424,59,80,65.1,2026-03-09 16:02,2026-03-09 16:02
elconfidencial,54,0.98,0.407,22,32,63.6,2026-03-09 16:02,2026-03-09 16:02
elmundo,189,0.994,0.386,73,116,62.9,2026-03-09 16:02,2026-03-09 16:02
elmundo_espana,31,0.988,0.387,12,19,62.7,2026-03-09 16:02,2026-03-09 16:02
elespanol,156,0.99,0.378,59,97,62.3,2026-03-09 16:02,2026-03-09 16:02
lavanguardia,650,0.993,0.363,236,414,61.5,2026-03-09 16:02,2026-03-09 16:02
elpais,416,0.994,0.356,148,268,61.1,2026-03-09 16:02,2026-03-09 16:02
google_news_politica,57,0.955,0.368,21,36,60.3,2026-03-09 16:02,2026-03-09 16:02
infolibre,79,0.994,0.316,25,54,58.7,2026-03-09 16:02,2026-03-09 16:02
bbc_mundo,28,0.975,0.321,9,19,58.3,2026-03-09 16:02,2026-03-09 16:02
elmundo_internacional,27,0.983,0.259,7,20,54.9,2026-03-09 16:02,2026-03-09 16:02
europapress,79,0.982,0.253,20,59,54.5,2026-03-09 16:02,2026-03-09 16:02
elpais_internacional,28,0.972,0.179,5,23,49.6,2026-03-09 16:02,2026-03-09 16:02
maldita,15,0.925,0.667,10,5,77.0,2026-03-09 16:32,2026-03-09 16:32
heraldo_aragon,735,0.983,0.536,394,341,71.5,2026-03-09 16:32,2026-03-09 16:32
huffington_es,210,0.971,0.51,107,103,69.4,2026-03-09 16:32,2026-03-09 16:32
okdiario,736,0.99,0.497,366,370,69.4,2026-03-09 16:32,2026-03-09 16:32
levante_emv,669,0.994,0.477,319,350,68.4,2026-03-09 16:32,2026-03-09 16:32
20minutos,711,0.994,0.468,333,378,67.8,2026-03-09 16:32,2026-03-09 16:32
elmundo_espana,32,0.988,0.469,15,17,67.7,2026-03-09 16:32,2026-03-09 16:32
newtral,17,0.985,0.471,8,9,67.7,2026-03-09 16:32,2026-03-09 16:32
eldiario,263,0.994,0.464,122,141,67.6,2026-03-09 16:32,2026-03-09 16:32
google_news_es,717,0.992,0.442,317,400,66.2,2026-03-09 16:32,2026-03-09 16:32
france24_es,170,0.975,0.447,76,94,65.8,2026-03-09 16:32,2026-03-09 16:32
expansion,137,0.992,0.431,59,78,65.5,2026-03-09 16:32,2026-03-09 16:32
elcorreo,575,0.996,0.419,241,334,65.0,2026-03-09 16:32,2026-03-09 16:32
elespanol,156,0.99,0.397,62,94,63.4,2026-03-09 16:32,2026-03-09 16:32
elmundo,189,0.994,0.37,70,119,62.0,2026-03-09 16:32,2026-03-09 16:32
lavanguardia,652,0.993,0.362,236,416,61.4,2026-03-09 16:32,2026-03-09 16:32
elconfidencial,54,0.98,0.37,20,34,61.4,2026-03-09 16:32,2026-03-09 16:32
elpais,419,0.994,0.351,147,272,60.8,2026-03-09 16:32,2026-03-09 16:32
infolibre,77,0.994,0.338,26,51,60.0,2026-03-09 16:32,2026-03-09 16:32
google_news_politica,57,0.954,0.351,20,37,59.2,2026-03-09 16:32,2026-03-09 16:32
bbc_mundo,28,0.975,0.286,8,20,56.2,2026-03-09 16:32,2026-03-09 16:32
europapress,79,0.982,0.228,18,61,53.0,2026-03-09 16:32,2026-03-09 16:32
elmundo_internacional,27,0.983,0.185,5,22,50.4,2026-03-09 16:32,2026-03-09 16:32
elpais_internacional,28,0.972,0.179,5,23,49.6,2026-03-09 16:32,2026-03-09 16:32
newtral,15,0.984,0.6,9,6,75.4,2026-03-09 17:02,2026-03-09 17:02
maldita,15,0.927,0.6,9,6,73.1,2026-03-09 17:02,2026-03-09 17:02
heraldo_aragon,735,0.983,0.536,394,341,71.5,2026-03-09 17:02,2026-03-09 17:02
okdiario,734,0.99,0.497,365,369,69.4,2026-03-09 17:02,2026-03-09 17:02
huffington_es,211,0.971,0.507,107,104,69.3,2026-03-09 17:02,2026-03-09 17:02
eldiario,265,0.994,0.491,130,135,69.2,2026-03-09 17:02,2026-03-09 17:02
levante_emv,681,0.994,0.483,329,352,68.7,2026-03-09 17:02,2026-03-09 17:02
20minutos,720,0.994,0.461,332,388,67.4,2026-03-09 17:02,2026-03-09 17:02
france24_es,170,0.975,0.465,79,91,66.9,2026-03-09 17:02,2026-03-09 17:02
elmundo_espana,31,0.988,0.452,14,17,66.6,2026-03-09 17:02,2026-03-09 17:02
elcorreo,590,0.996,0.431,254,336,65.7,2026-03-09 17:02,2026-03-09 17:02
expansion,139,0.993,0.432,60,79,65.6,2026-03-09 17:02,2026-03-09 17:02
google_news_es,713,0.992,0.428,305,408,65.4,2026-03-09 17:02,2026-03-09 17:02
elmundo,189,0.994,0.402,76,113,63.9,2026-03-09 17:02,2026-03-09 17:02
elespanol,156,0.99,0.397,62,94,63.4,2026-03-09 17:02,2026-03-09 17:02
elconfidencial,55,0.981,0.4,22,33,63.2,2026-03-09 17:02,2026-03-09 17:02
lavanguardia,656,0.993,0.361,237,419,61.4,2026-03-09 17:02,2026-03-09 17:02
elpais,422,0.994,0.353,149,273,60.9,2026-03-09 17:02,2026-03-09 17:02
bbc_mundo,28,0.975,0.357,10,18,60.4,2026-03-09 17:02,2026-03-09 17:02
google_news_politica,57,0.955,0.333,19,38,58.2,2026-03-09 17:02,2026-03-09 17:02
infolibre,76,0.993,0.303,23,53,57.9,2026-03-09 17:02,2026-03-09 17:02
elmundo_internacional,27,0.983,0.222,6,21,52.6,2026-03-09 17:02,2026-03-09 17:02
europapress,79,0.982,0.203,16,63,51.5,2026-03-09 17:02,2026-03-09 17:02
elpais_internacional,28,0.971,0.107,3,25,45.3,2026-03-09 17:02,2026-03-09 17:02
newtral,14,0.987,0.643,9,5,78.1,2026-03-09 17:32,2026-03-09 17:32
maldita,16,0.92,0.688,11,5,78.1,2026-03-09 17:32,2026-03-09 17:32
elmundo_espana,30,0.988,0.533,16,14,71.5,2026-03-09 17:32,2026-03-09 17:32
heraldo_aragon,735,0.982,0.528,388,347,71.0,2026-03-09 17:32,2026-03-09 17:32
eldiario,263,0.993,0.49,129,134,69.1,2026-03-09 17:32,2026-03-09 17:32
okdiario,740,0.99,0.489,362,378,68.9,2026-03-09 17:32,2026-03-09 17:32
huffington_es,213,0.971,0.493,105,108,68.4,2026-03-09 17:32,2026-03-09 17:32
levante_emv,697,0.994,0.478,333,364,68.4,2026-03-09 17:32,2026-03-09 17:32
20minutos,737,0.994,0.463,341,396,67.5,2026-03-09 17:32,2026-03-09 17:32
france24_es,171,0.975,0.462,79,92,66.7,2026-03-09 17:32,2026-03-09 17:32
google_news_es,716,0.992,0.448,321,395,66.6,2026-03-09 17:32,2026-03-09 17:32
expansion,139,0.993,0.439,61,78,66.1,2026-03-09 17:32,2026-03-09 17:32
elcorreo,597,0.996,0.422,252,345,65.2,2026-03-09 17:32,2026-03-09 17:32
elconfidencial,55,0.981,0.418,23,32,64.3,2026-03-09 17:32,2026-03-09 17:32
elmundo,190,0.994,0.4,76,114,63.8,2026-03-09 17:32,2026-03-09 17:32
elespanol,158,0.99,0.386,61,97,62.8,2026-03-09 17:32,2026-03-09 17:32
elpais,428,0.994,0.355,152,276,61.1,2026-03-09 17:32,2026-03-09 17:32
lavanguardia,658,0.993,0.353,232,426,60.9,2026-03-09 17:32,2026-03-09 17:32
bbc_mundo,28,0.972,0.357,10,18,60.3,2026-03-09 17:32,2026-03-09 17:32
google_news_politica,58,0.956,0.362,21,37,60.0,2026-03-09 17:32,2026-03-09 17:32
infolibre,74,0.994,0.311,23,51,58.4,2026-03-09 17:32,2026-03-09 17:32
elmundo_internacional,26,0.983,0.231,6,20,53.2,2026-03-09 17:32,2026-03-09 17:32
europapress,80,0.982,0.175,14,66,49.8,2026-03-09 17:32,2026-03-09 17:32
elpais_internacional,29,0.972,0.138,4,25,47.2,2026-03-09 17:32,2026-03-09 17:32
newtral,15,0.988,0.6,9,6,75.5,2026-03-09 18:02,2026-03-09 18:02
maldita,16,0.922,0.625,10,6,74.4,2026-03-09 18:02,2026-03-09 18:02
heraldo_aragon,731,0.982,0.531,388,343,71.1,2026-03-09 18:02,2026-03-09 18:02
eldiario,262,0.993,0.504,132,130,70.0,2026-03-09 18:02,2026-03-09 18:02
okdiario,740,0.99,0.501,371,369,69.7,2026-03-09 18:02,2026-03-09 18:02
elmundo_espana,30,0.988,0.5,15,15,69.5,2026-03-09 18:02,2026-03-09 18:02
huffington_es,218,0.97,0.509,111,107,69.3,2026-03-09 18:02,2026-03-09 18:02
levante_emv,710,0.994,0.485,344,366,68.9,2026-03-09 18:02,2026-03-09 18:02
20minutos,748,0.994,0.452,338,410,66.9,2026-03-09 18:02,2026-03-09 18:02
google_news_es,717,0.992,0.449,322,395,66.6,2026-03-09 18:02,2026-03-09 18:02
france24_es,171,0.976,0.456,78,93,66.4,2026-03-09 18:02,2026-03-09 18:02
elcorreo,602,0.996,0.434,261,341,65.9,2026-03-09 18:02,2026-03-09 18:02
expansion,143,0.992,0.42,60,83,64.9,2026-03-09 18:02,2026-03-09 18:02
elespanol,157,0.99,0.408,64,93,64.1,2026-03-09 18:02,2026-03-09 18:02
elmundo,191,0.994,0.403,77,114,63.9,2026-03-09 18:02,2026-03-09 18:02
elconfidencial,56,0.981,0.393,22,34,62.8,2026-03-09 18:02,2026-03-09 18:02
bbc_mundo,29,0.972,0.379,11,18,61.6,2026-03-09 18:02,2026-03-09 18:02
lavanguardia,660,0.993,0.365,241,419,61.6,2026-03-09 18:02,2026-03-09 18:02
elpais,425,0.994,0.362,154,271,61.5,2026-03-09 18:02,2026-03-09 18:02
infolibre,75,0.994,0.333,25,50,59.7,2026-03-09 18:02,2026-03-09 18:02
google_news_politica,57,0.953,0.298,17,40,56.0,2026-03-09 18:02,2026-03-09 18:02
elmundo_internacional,28,0.983,0.214,6,22,52.2,2026-03-09 18:02,2026-03-09 18:02
europapress,81,0.982,0.198,16,65,51.2,2026-03-09 18:02,2026-03-09 18:02
elpais_internacional,30,0.973,0.133,4,26,46.9,2026-03-09 18:02,2026-03-09 18:02
maldita,16,0.923,0.688,11,5,78.2,2026-03-09 18:32,2026-03-09 18:32
newtral,17,0.988,0.588,10,7,74.8,2026-03-09 18:32,2026-03-09 18:32
heraldo_aragon,729,0.982,0.521,380,349,70.5,2026-03-09 18:32,2026-03-09 18:32
okdiario,743,0.99,0.505,375,368,69.9,2026-03-09 18:32,2026-03-09 18:32
levante_emv,722,0.994,0.488,352,370,69.0,2026-03-09 18:32,2026-03-09 18:32
eldiario,264,0.994,0.485,128,136,68.9,2026-03-09 18:32,2026-03-09 18:32
huffington_es,218,0.97,0.491,107,111,68.3,2026-03-09 18:32,2026-03-09 18:32
elmundo_espana,30,0.988,0.467,14,16,67.5,2026-03-09 18:32,2026-03-09 18:32
20minutos,761,0.994,0.457,348,413,67.2,2026-03-09 18:32,2026-03-09 18:32
france24_es,169,0.975,0.467,79,90,67.0,2026-03-09 18:32,2026-03-09 18:32
google_news_es,719,0.992,0.452,325,394,66.8,2026-03-09 18:32,2026-03-09 18:32
elcorreo,609,0.996,0.419,255,354,65.0,2026-03-09 18:32,2026-03-09 18:32
expansion,144,0.992,0.417,60,84,64.7,2026-03-09 18:32,2026-03-09 18:32
elmundo,191,0.994,0.408,78,113,64.2,2026-03-09 18:32,2026-03-09 18:32
bbc_mundo,29,0.972,0.414,12,17,63.7,2026-03-09 18:32,2026-03-09 18:32
elespanol,159,0.99,0.396,63,96,63.4,2026-03-09 18:32,2026-03-09 18:32
elconfidencial,56,0.981,0.393,22,34,62.8,2026-03-09 18:32,2026-03-09 18:32
lavanguardia,655,0.993,0.363,238,417,61.5,2026-03-09 18:32,2026-03-09 18:32
elpais,435,0.994,0.361,157,278,61.4,2026-03-09 18:32,2026-03-09 18:32
infolibre,73,0.993,0.315,23,50,58.6,2026-03-09 18:32,2026-03-09 18:32
google_news_politica,57,0.954,0.298,17,40,56.0,2026-03-09 18:32,2026-03-09 18:32
europapress,82,0.982,0.195,16,66,51.0,2026-03-09 18:32,2026-03-09 18:32
elmundo_internacional,28,0.983,0.179,5,23,50.1,2026-03-09 18:32,2026-03-09 18:32
elpais_internacional,30,0.972,0.167,5,25,48.9,2026-03-09 18:32,2026-03-09 18:32
maldita,16,0.92,0.688,11,5,78.1,2026-03-09 19:02,2026-03-09 19:02
newtral,17,0.988,0.588,10,7,74.8,2026-03-09 19:02,2026-03-09 19:02
heraldo_aragon,744,0.982,0.524,390,354,70.7,2026-03-09 19:02,2026-03-09 19:02
okdiario,749,0.99,0.495,371,378,69.3,2026-03-09 19:02,2026-03-09 19:02
levante_emv,734,0.994,0.49,360,374,69.2,2026-03-09 19:02,2026-03-09 19:02
eldiario,263,0.994,0.483,127,136,68.7,2026-03-09 19:02,2026-03-09 19:02
elmundo_espana,30,0.988,0.467,14,16,67.5,2026-03-09 19:02,2026-03-09 19:02
20minutos,758,0.994,0.456,346,412,67.1,2026-03-09 19:02,2026-03-09 19:02
google_news_es,721,0.992,0.448,323,398,66.6,2026-03-09 19:02,2026-03-09 19:02
huffington_es,218,0.97,0.463,101,117,66.6,2026-03-09 19:02,2026-03-09 19:02
france24_es,168,0.975,0.458,77,91,66.5,2026-03-09 19:02,2026-03-09 19:02
elcorreo,616,0.996,0.414,255,361,64.7,2026-03-09 19:02,2026-03-09 19:02
expansion,144,0.992,0.41,59,85,64.3,2026-03-09 19:02,2026-03-09 19:02
elmundo,191,0.994,0.403,77,114,63.9,2026-03-09 19:02,2026-03-09 19:02
elpais,430,0.994,0.37,159,271,62.0,2026-03-09 19:02,2026-03-09 19:02
elespanol,161,0.99,0.373,60,101,62.0,2026-03-09 19:02,2026-03-09 19:02
elconfidencial,56,0.981,0.375,21,35,61.7,2026-03-09 19:02,2026-03-09 19:02
bbc_mundo,29,0.972,0.379,11,18,61.6,2026-03-09 19:02,2026-03-09 19:02
lavanguardia,659,0.993,0.352,232,427,60.8,2026-03-09 19:02,2026-03-09 19:02
infolibre,73,0.993,0.315,23,50,58.6,2026-03-09 19:02,2026-03-09 19:02
google_news_politica,56,0.954,0.304,17,39,56.4,2026-03-09 19:02,2026-03-09 19:02
elmundo_internacional,28,0.983,0.214,6,22,52.2,2026-03-09 19:02,2026-03-09 19:02
europapress,82,0.982,0.171,14,68,49.5,2026-03-09 19:02,2026-03-09 19:02
elpais_internacional,31,0.973,0.129,4,27,46.7,2026-03-09 19:02,2026-03-09 19:02
maldita,16,0.92,0.688,11,5,78.1,2026-03-09 19:32,2026-03-09 19:32
newtral,17,0.988,0.588,10,7,74.8,2026-03-09 19:32,2026-03-09 19:32
heraldo_aragon,751,0.982,0.545,409,342,72.0,2026-03-09 19:32,2026-03-09 19:32
okdiario,762,0.99,0.501,382,380,69.7,2026-03-09 19:32,2026-03-09 19:32
levante_emv,743,0.994,0.495,368,375,69.5,2026-03-09 19:32,2026-03-09 19:32
eldiario,263,0.994,0.471,124,139,68.0,2026-03-09 19:32,2026-03-09 19:32
elmundo_espana,30,0.988,0.467,14,16,67.5,2026-03-09 19:32,2026-03-09 19:32
20minutos,768,0.994,0.457,351,417,67.2,2026-03-09 19:32,2026-03-09 19:32
google_news_es,725,0.992,0.455,330,395,67.0,2026-03-09 19:32,2026-03-09 19:32
huffington_es,219,0.97,0.452,99,120,65.9,2026-03-09 19:32,2026-03-09 19:32
elcorreo,628,0.996,0.427,268,360,65.5,2026-03-09 19:32,2026-03-09 19:32
france24_es,168,0.976,0.44,74,94,65.4,2026-03-09 19:32,2026-03-09 19:32
elmundo,194,0.994,0.412,80,114,64.5,2026-03-09 19:32,2026-03-09 19:32
expansion,145,0.992,0.414,60,85,64.5,2026-03-09 19:32,2026-03-09 19:32
elespanol,161,0.99,0.391,63,98,63.1,2026-03-09 19:32,2026-03-09 19:32
elconfidencial,56,0.982,0.393,22,34,62.9,2026-03-09 19:32,2026-03-09 19:32
bbc_mundo,31,0.971,0.387,12,19,62.1,2026-03-09 19:32,2026-03-09 19:32
elpais,433,0.994,0.372,161,272,62.1,2026-03-09 19:32,2026-03-09 19:32
lavanguardia,665,0.993,0.361,240,425,61.4,2026-03-09 19:32,2026-03-09 19:32
infolibre,72,0.993,0.306,22,50,58.1,2026-03-09 19:32,2026-03-09 19:32
google_news_politica,56,0.954,0.268,15,41,54.2,2026-03-09 19:32,2026-03-09 19:32
europapress,81,0.982,0.198,16,65,51.2,2026-03-09 19:32,2026-03-09 19:32
elmundo_internacional,27,0.984,0.185,5,22,50.5,2026-03-09 19:32,2026-03-09 19:32
elpais_internacional,31,0.974,0.129,4,27,46.7,2026-03-09 19:32,2026-03-09 19:32
newtral,17,0.988,0.588,10,7,74.8,2026-03-09 20:02,2026-03-09 20:02
maldita,16,0.921,0.625,10,6,74.3,2026-03-09 20:02,2026-03-09 20:02
heraldo_aragon,755,0.981,0.543,410,345,71.8,2026-03-09 20:02,2026-03-09 20:02
okdiario,762,0.99,0.497,379,383,69.4,2026-03-09 20:02,2026-03-09 20:02
levante_emv,742,0.994,0.491,364,378,69.2,2026-03-09 20:02,2026-03-09 20:02
eldiario,261,0.994,0.464,121,140,67.6,2026-03-09 20:02,2026-03-09 20:02
elmundo_espana,30,0.988,0.467,14,16,67.5,2026-03-09 20:02,2026-03-09 20:02
20minutos,777,0.994,0.459,357,420,67.3,2026-03-09 20:02,2026-03-09 20:02
google_news_es,724,0.992,0.45,326,398,66.7,2026-03-09 20:02,2026-03-09 20:02
huffington_es,217,0.97,0.447,97,120,65.6,2026-03-09 20:02,2026-03-09 20:02
elcorreo,634,0.996,0.421,267,367,65.1,2026-03-09 20:02,2026-03-09 20:02
elmundo,195,0.994,0.421,82,113,65.0,2026-03-09 20:02,2026-03-09 20:02
france24_es,169,0.976,0.42,71,98,64.2,2026-03-09 20:02,2026-03-09 20:02
elconfidencial,56,0.982,0.411,23,33,63.9,2026-03-09 20:02,2026-03-09 20:02
bbc_mundo,32,0.971,0.406,13,19,63.2,2026-03-09 20:02,2026-03-09 20:02
expansion,147,0.993,0.388,57,90,63.0,2026-03-09 20:02,2026-03-09 20:02
elespanol,158,0.99,0.386,61,97,62.8,2026-03-09 20:02,2026-03-09 20:02
elpais,434,0.994,0.378,164,270,62.4,2026-03-09 20:02,2026-03-09 20:02
lavanguardia,670,0.993,0.361,242,428,61.4,2026-03-09 20:02,2026-03-09 20:02
infolibre,68,0.993,0.294,20,48,57.4,2026-03-09 20:02,2026-03-09 20:02
google_news_politica,55,0.954,0.309,17,38,56.7,2026-03-09 20:02,2026-03-09 20:02
europapress,82,0.983,0.195,16,66,51.0,2026-03-09 20:02,2026-03-09 20:02
elmundo_internacional,28,0.984,0.179,5,23,50.1,2026-03-09 20:02,2026-03-09 20:02
elpais_internacional,31,0.974,0.161,5,26,48.6,2026-03-09 20:02,2026-03-09 20:02
maldita,16,0.921,0.688,11,5,78.1,2026-03-09 20:33,2026-03-09 20:33
newtral,17,0.988,0.588,10,7,74.8,2026-03-09 20:33,2026-03-09 20:33
heraldo_aragon,766,0.982,0.55,421,345,72.3,2026-03-09 20:33,2026-03-09 20:33
okdiario,768,0.99,0.495,380,388,69.3,2026-03-09 20:33,2026-03-09 20:33
levante_emv,747,0.994,0.487,364,383,69.0,2026-03-09 20:33,2026-03-09 20:33
elmundo_espana,30,0.988,0.467,14,16,67.5,2026-03-09 20:33,2026-03-09 20:33
20minutos,786,0.994,0.459,361,425,67.3,2026-03-09 20:33,2026-03-09 20:33
google_news_es,725,0.992,0.451,327,398,66.7,2026-03-09 20:33,2026-03-09 20:33
eldiario,234,0.994,0.44,103,131,66.2,2026-03-09 20:33,2026-03-09 20:33
huffington_es,216,0.97,0.454,98,118,66.0,2026-03-09 20:33,2026-03-09 20:33
elcorreo,636,0.996,0.425,270,366,65.3,2026-03-09 20:33,2026-03-09 20:33
elmundo,185,0.993,0.416,77,108,64.7,2026-03-09 20:33,2026-03-09 20:33
france24_es,170,0.976,0.412,70,100,63.8,2026-03-09 20:33,2026-03-09 20:33
expansion,149,0.993,0.396,59,90,63.5,2026-03-09 20:33,2026-03-09 20:33
elconfidencial,56,0.982,0.393,22,34,62.9,2026-03-09 20:33,2026-03-09 20:33
elpais,434,0.994,0.38,165,269,62.6,2026-03-09 20:33,2026-03-09 20:33
elespanol,159,0.99,0.384,61,98,62.6,2026-03-09 20:33,2026-03-09 20:33
lavanguardia,670,0.993,0.366,245,425,61.7,2026-03-09 20:33,2026-03-09 20:33
bbc_mundo,32,0.971,0.375,12,20,61.3,2026-03-09 20:33,2026-03-09 20:33
